Package,Class,Method,Parameters,CC
org.apache.commons.collections4,QueueUtils,emptyQueue,,1
org.apache.commons.collections4,QueueUtils,predicatedQueue,"Queue<E>, Predicate<? super E>",1
org.apache.commons.collections4,QueueUtils,synchronizedQueue,Queue<E>,1
org.apache.commons.collections4,QueueUtils,transformingQueue,"Queue<E>, Transformer<? super E,? extends E>",1
org.apache.commons.collections4,QueueUtils,unmodifiableQueue,Queue<? extends E>,1
org.apache.commons.collections4,SortedBag,comparator,,1
org.apache.commons.collections4,SortedBag,first,,1
org.apache.commons.collections4,SortedBag,last,,1
org.apache.commons.collections4,TransformerUtils,asTransformer,Closure<? super T>,1
org.apache.commons.collections4,TransformerUtils,asTransformer,Factory<? extends O>,1
org.apache.commons.collections4,TransformerUtils,asTransformer,Predicate<? super T>,1
org.apache.commons.collections4,TransformerUtils,chainedTransformer,"Collection<? extends Transformer<? super T,? extends T>>",1
org.apache.commons.collections4,TransformerUtils,chainedTransformer,"Transformer<? super T,? extends T>",1
org.apache.commons.collections4,TransformerUtils,cloneTransformer,,1
org.apache.commons.collections4,TransformerUtils,constantTransformer,O,1
org.apache.commons.collections4,TransformerUtils,exceptionTransformer,,1
org.apache.commons.collections4,TransformerUtils,ifTransformer,"Predicate<? super I>, Transformer<? super I,? extends O>, Transformer<? super I,? extends O>",1
org.apache.commons.collections4,TransformerUtils,ifTransformer,"Predicate<? super T>, Transformer<? super T,? extends T>",1
org.apache.commons.collections4,TransformerUtils,instantiateTransformer,,1
org.apache.commons.collections4,TransformerUtils,instantiateTransformer,"Class<?>[], Object[]",1
org.apache.commons.collections4,TransformerUtils,invokerTransformer,String,1
org.apache.commons.collections4,TransformerUtils,invokerTransformer,"String, Class<?>[], Object[]",1
org.apache.commons.collections4,TransformerUtils,mapTransformer,"Map<? super I,? extends O>",1
org.apache.commons.collections4,TransformerUtils,nopTransformer,,1
org.apache.commons.collections4,TransformerUtils,nullTransformer,,1
org.apache.commons.collections4,TransformerUtils,stringValueTransformer,,1
org.apache.commons.collections4,TransformerUtils,switchMapTransformer,"Map<I,Transformer<I,O>>",2
org.apache.commons.collections4,TransformerUtils,switchTransformer,"Map<Predicate<I>,Transformer<I,O>>",1
org.apache.commons.collections4,TransformerUtils,switchTransformer,"Predicate<? super I>, Transformer<? super I,? extends O>, Transformer<? super I,? extends O>",1
org.apache.commons.collections4,TransformerUtils,switchTransformer,"Predicate<? super I>[], Transformer<? super I,? extends O>[]",1
org.apache.commons.collections4,TransformerUtils,switchTransformer,"Predicate<? super I>[], Transformer<? super I,? extends O>[], Transformer<? super I,? extends O>",1
org.apache.commons.collections4,MultiValuedMap,asMap,,1
org.apache.commons.collections4,MultiValuedMap,clear,,1
org.apache.commons.collections4,MultiValuedMap,containsKey,Object,1
org.apache.commons.collections4,MultiValuedMap,containsMapping,"Object, Object",1
org.apache.commons.collections4,MultiValuedMap,containsValue,Object,1
org.apache.commons.collections4,MultiValuedMap,entries,,1
org.apache.commons.collections4,MultiValuedMap,get,K,1
org.apache.commons.collections4,MultiValuedMap,isEmpty,,1
org.apache.commons.collections4,MultiValuedMap,keys,,1
org.apache.commons.collections4,MultiValuedMap,keySet,,1
org.apache.commons.collections4,MultiValuedMap,mapIterator,,1
org.apache.commons.collections4,MultiValuedMap,put,"K, V",1
org.apache.commons.collections4,MultiValuedMap,putAll,"K, Iterable<? extends V>",1
org.apache.commons.collections4,MultiValuedMap,putAll,"Map<? extends K,? extends V>",1
org.apache.commons.collections4,MultiValuedMap,putAll,"MultiValuedMap<? extends K,? extends V>",1
org.apache.commons.collections4,MultiValuedMap,remove,Object,1
org.apache.commons.collections4,MultiValuedMap,removeMapping,"Object, Object",1
org.apache.commons.collections4,MultiValuedMap,size,,1
org.apache.commons.collections4,MultiValuedMap,values,,1
org.apache.commons.collections4,MapUtils,applyDefaultFunction,"Map<? super K,?>, K, BiFunction<Map<? super K,?>,K,R>, Function<K,R>",1
org.apache.commons.collections4,MapUtils,applyDefaultFunction,"Map<? super K,?>, K, BiFunction<Map<? super K,?>,K,R>, Function<K,R>, R",2
org.apache.commons.collections4,MapUtils,applyDefaultValue,"Map<? super K,?>, K, BiFunction<Map<? super K,?>,K,R>, R",1
org.apache.commons.collections4,MapUtils,debugPrint,"PrintStream, Object, Map<?,?>",1
org.apache.commons.collections4,MapUtils,emptyIfNull,"Map<K,V>",1
org.apache.commons.collections4,MapUtils,fixedSizeMap,"Map<K,V>",1
org.apache.commons.collections4,MapUtils,fixedSizeSortedMap,"SortedMap<K,V>",1
org.apache.commons.collections4,MapUtils,getBoolean,"Map<? super K,?>, K",6
org.apache.commons.collections4,MapUtils,getBoolean,"Map<? super K,?>, K, Boolean",1
org.apache.commons.collections4,MapUtils,getBoolean,"Map<? super K,?>, K, Function<K,Boolean>",1
org.apache.commons.collections4,MapUtils,getBooleanValue,"Map<? super K,?>, K",1
org.apache.commons.collections4,MapUtils,getBooleanValue,"Map<? super K,?>, K, boolean",1
org.apache.commons.collections4,MapUtils,getBooleanValue,"Map<? super K,?>, K, Function<K,Boolean>",1
org.apache.commons.collections4,MapUtils,getByte,"Map<? super K,?>, K",3
org.apache.commons.collections4,MapUtils,getByte,"Map<? super K,?>, K, Byte",1
org.apache.commons.collections4,MapUtils,getByte,"Map<? super K,?>, K, Function<K,Byte>",1
org.apache.commons.collections4,MapUtils,getByteValue,"Map<? super K,?>, K",1
org.apache.commons.collections4,MapUtils,getByteValue,"Map<? super K,?>, K, byte",1
org.apache.commons.collections4,MapUtils,getByteValue,"Map<? super K,?>, K, Function<K,Byte>",1
org.apache.commons.collections4,MapUtils,getDouble,"Map<? super K,?>, K",3
org.apache.commons.collections4,MapUtils,getDouble,"Map<? super K,?>, K, Double",1
org.apache.commons.collections4,MapUtils,getDouble,"Map<? super K,?>, K, Function<K,Double>",1
org.apache.commons.collections4,MapUtils,getDoubleValue,"Map<? super K,?>, K",1
org.apache.commons.collections4,MapUtils,getDoubleValue,"Map<? super K,?>, K, double",1
org.apache.commons.collections4,MapUtils,getDoubleValue,"Map<? super K,?>, K, Function<K,Double>",1
org.apache.commons.collections4,MapUtils,getFloat,"Map<? super K,?>, K",3
org.apache.commons.collections4,MapUtils,getFloat,"Map<? super K,?>, K, Float",1
org.apache.commons.collections4,MapUtils,getFloat,"Map<? super K,?>, K, Function<K,Float>",1
org.apache.commons.collections4,MapUtils,getFloatValue,"Map<? super K,?>, K",1
org.apache.commons.collections4,MapUtils,getFloatValue,"Map<? super K,?>, K, float",1
org.apache.commons.collections4,MapUtils,getFloatValue,"Map<? super K,?>, K, Function<K,Float>",1
org.apache.commons.collections4,MapUtils,getInteger,"Map<? super K,?>, K",3
org.apache.commons.collections4,MapUtils,getInteger,"Map<? super K,?>, K, Function<K,Integer>",1
org.apache.commons.collections4,MapUtils,getInteger,"Map<? super K,?>, K, Integer",1
org.apache.commons.collections4,MapUtils,getIntValue,"Map<? super K,?>, K",1
org.apache.commons.collections4,MapUtils,getIntValue,"Map<? super K,?>, K, Function<K,Integer>",1
org.apache.commons.collections4,MapUtils,getIntValue,"Map<? super K,?>, K, int",1
org.apache.commons.collections4,MapUtils,getLong,"Map<? super K,?>, K",3
org.apache.commons.collections4,MapUtils,getLong,"Map<? super K,?>, K, Function<K,Long>",1
org.apache.commons.collections4,MapUtils,getLong,"Map<? super K,?>, K, Long",1
org.apache.commons.collections4,MapUtils,getLongValue,"Map<? super K,?>, K",1
org.apache.commons.collections4,MapUtils,getLongValue,"Map<? super K,?>, K, Function<K,Long>",1
org.apache.commons.collections4,MapUtils,getLongValue,"Map<? super K,?>, K, long",1
org.apache.commons.collections4,MapUtils,getMap,"Map<? super K,?>, K",3
org.apache.commons.collections4,MapUtils,getMap,"Map<? super K,?>, K, Function<K,Map<?,?>>",1
org.apache.commons.collections4,MapUtils,getMap,"Map<? super K,?>, K, Map<?,?>",1
org.apache.commons.collections4,MapUtils,getNumber,"Map<? super K,?>, K",6
org.apache.commons.collections4,MapUtils,getNumber,"Map<? super K,?>, K, Function<K,Number>",1
org.apache.commons.collections4,MapUtils,getNumber,"Map<? super K,?>, K, Number",1
org.apache.commons.collections4,MapUtils,getObject,"Map<? super K,V>, K",2
org.apache.commons.collections4,MapUtils,getObject,"Map<K,V>, K, V",3
org.apache.commons.collections4,MapUtils,getShort,"Map<? super K,?>, K",3
org.apache.commons.collections4,MapUtils,getShort,"Map<? super K,?>, K, Function<K,Short>",1
org.apache.commons.collections4,MapUtils,getShort,"Map<? super K,?>, K, Short",1
org.apache.commons.collections4,MapUtils,getShortValue,"Map<? super K,?>, K",1
org.apache.commons.collections4,MapUtils,getShortValue,"Map<? super K,?>, K, Function<K,Short>",1
org.apache.commons.collections4,MapUtils,getShortValue,"Map<? super K,?>, K, short",1
org.apache.commons.collections4,MapUtils,getString,"Map<? super K,?>, K",3
org.apache.commons.collections4,MapUtils,getString,"Map<? super K,?>, K, Function<K,String>",1
org.apache.commons.collections4,MapUtils,getString,"Map<? super K,?>, K, String",1
org.apache.commons.collections4,MapUtils,invertMap,"Map<K,V>",2
org.apache.commons.collections4,MapUtils,isEmpty,"Map<?,?>",1
org.apache.commons.collections4,MapUtils,isNotEmpty,"Map<?,?>",1
org.apache.commons.collections4,MapUtils,iterableMap,"Map<K,V>",1
org.apache.commons.collections4,MapUtils,iterableSortedMap,"SortedMap<K,V>",1
org.apache.commons.collections4,MapUtils,lazyMap,"Map<K,V>, Factory<? extends V>",1
org.apache.commons.collections4,MapUtils,lazyMap,"Map<K,V>, Transformer<? super K,? extends V>",1
org.apache.commons.collections4,MapUtils,lazySortedMap,"SortedMap<K,V>, Factory<? extends V>",1
org.apache.commons.collections4,MapUtils,lazySortedMap,"SortedMap<K,V>, Transformer<? super K,? extends V>",1
org.apache.commons.collections4,MapUtils,multiValueMap,"Map<K,? super Collection<V>>",1
org.apache.commons.collections4,MapUtils,multiValueMap,"Map<K,C>, Class<C>",1
org.apache.commons.collections4,MapUtils,multiValueMap,"Map<K,C>, Factory<C>",1
org.apache.commons.collections4,MapUtils,orderedMap,"Map<K,V>",1
org.apache.commons.collections4,MapUtils,populateMap,"Map<K,V>, Iterable<? extends E>, Transformer<E,K>, Transformer<E,V>",2
org.apache.commons.collections4,MapUtils,populateMap,"Map<K,V>, Iterable<? extends V>, Transformer<V,K>",1
org.apache.commons.collections4,MapUtils,populateMap,"MultiMap<K,V>, Iterable<? extends E>, Transformer<E,K>, Transformer<E,V>",2
org.apache.commons.collections4,MapUtils,populateMap,"MultiMap<K,V>, Iterable<? extends V>, Transformer<V,K>",1
org.apache.commons.collections4,MapUtils,predicatedMap,"Map<K,V>, Predicate<? super K>, Predicate<? super V>",1
org.apache.commons.collections4,MapUtils,predicatedSortedMap,"SortedMap<K,V>, Predicate<? super K>, Predicate<? super V>",1
org.apache.commons.collections4,MapUtils,printIndent,"PrintStream, int",2
org.apache.commons.collections4,MapUtils,putAll,"Map<K,V>, Object[]",10
org.apache.commons.collections4,MapUtils,safeAddToMap,"Map<? super K,Object>, K, Object",1
org.apache.commons.collections4,MapUtils,size,"Map<?,?>",1
org.apache.commons.collections4,MapUtils,synchronizedMap,"Map<K,V>",1
org.apache.commons.collections4,MapUtils,synchronizedSortedMap,"SortedMap<K,V>",1
org.apache.commons.collections4,MapUtils,toMap,ResourceBundle,2
org.apache.commons.collections4,MapUtils,toProperties,"Map<K,V>",3
org.apache.commons.collections4,MapUtils,transformedMap,"Map<K,V>, Transformer<? super K,? extends K>, Transformer<? super V,? extends V>",1
org.apache.commons.collections4,MapUtils,transformedSortedMap,"SortedMap<K,V>, Transformer<? super K,? extends K>, Transformer<? super V,? extends V>",1
org.apache.commons.collections4,MapUtils,unmodifiableMap,"Map<? extends K,? extends V>",1
org.apache.commons.collections4,MapUtils,unmodifiableSortedMap,"SortedMap<K,? extends V>",1
org.apache.commons.collections4,MapUtils,verbosePrint,"PrintStream, Object, Map<?,?>",1
org.apache.commons.collections4,MapUtils,verbosePrintInternal,"PrintStream, Object, Map<?,?>, Deque<Map<?,?>>, boolean",9
org.apache.commons.collections4,Get,containsKey,Object,1
org.apache.commons.collections4,Get,containsValue,Object,1
org.apache.commons.collections4,Get,entrySet,,1
org.apache.commons.collections4,Get,get,Object,1
org.apache.commons.collections4,Get,isEmpty,,1
org.apache.commons.collections4,Get,keySet,,1
org.apache.commons.collections4,Get,remove,Object,1
org.apache.commons.collections4,Get,size,,1
org.apache.commons.collections4,Get,values,,1
org.apache.commons.collections4,ClosureUtils,asClosure,"Transformer<? super E,?>",1
org.apache.commons.collections4,ClosureUtils,chainedClosure,Closure<? super E>,1
org.apache.commons.collections4,ClosureUtils,chainedClosure,Collection<? extends Closure<? super E>>,1
org.apache.commons.collections4,ClosureUtils,doWhileClosure,"Closure<? super E>, Predicate<? super E>",1
org.apache.commons.collections4,ClosureUtils,exceptionClosure,,1
org.apache.commons.collections4,ClosureUtils,forClosure,"int, Closure<? super E>",1
org.apache.commons.collections4,ClosureUtils,ifClosure,"Predicate<? super E>, Closure<? super E>",1
org.apache.commons.collections4,ClosureUtils,ifClosure,"Predicate<? super E>, Closure<? super E>, Closure<? super E>",1
org.apache.commons.collections4,ClosureUtils,invokerClosure,String,1
org.apache.commons.collections4,ClosureUtils,invokerClosure,"String, Class<?>[], Object[]",1
org.apache.commons.collections4,ClosureUtils,nopClosure,,1
org.apache.commons.collections4,ClosureUtils,switchClosure,"Map<Predicate<E>,Closure<E>>",1
org.apache.commons.collections4,ClosureUtils,switchClosure,"Predicate<? super E>[], Closure<? super E>[]",1
org.apache.commons.collections4,ClosureUtils,switchClosure,"Predicate<? super E>[], Closure<? super E>[], Closure<? super E>",1
org.apache.commons.collections4,ClosureUtils,switchMapClosure,"Map<? extends E,Closure<E>>",2
org.apache.commons.collections4,ClosureUtils,whileClosure,"Predicate<? super E>, Closure<? super E>",1
org.apache.commons.collections4.queue,PredicatedQueue,predicatedQueue,"Queue<E>, Predicate<? super E>",1
org.apache.commons.collections4.queue,PredicatedQueue,decorated,,1
org.apache.commons.collections4.queue,PredicatedQueue,element,,1
org.apache.commons.collections4.queue,PredicatedQueue,offer,E,1
org.apache.commons.collections4.queue,PredicatedQueue,peek,,1
org.apache.commons.collections4.queue,PredicatedQueue,poll,,1
org.apache.commons.collections4.queue,PredicatedQueue,remove,,1
org.apache.commons.collections4.queue,UnmodifiableQueue,unmodifiableQueue,Queue<? extends E>,2
org.apache.commons.collections4.queue,UnmodifiableQueue,add,Object,1
org.apache.commons.collections4.queue,UnmodifiableQueue,addAll,Collection<? extends E>,1
org.apache.commons.collections4.queue,UnmodifiableQueue,clear,,1
org.apache.commons.collections4.queue,UnmodifiableQueue,iterator,,1
org.apache.commons.collections4.queue,UnmodifiableQueue,offer,E,1
org.apache.commons.collections4.queue,UnmodifiableQueue,poll,,1
org.apache.commons.collections4.queue,UnmodifiableQueue,readObject,ObjectInputStream,1
org.apache.commons.collections4.queue,UnmodifiableQueue,remove,,1
org.apache.commons.collections4.queue,UnmodifiableQueue,remove,Object,1
org.apache.commons.collections4.queue,UnmodifiableQueue,removeAll,Collection<?>,1
org.apache.commons.collections4.queue,UnmodifiableQueue,removeIf,Predicate<? super E>,1
org.apache.commons.collections4.queue,UnmodifiableQueue,retainAll,Collection<?>,1
org.apache.commons.collections4.queue,UnmodifiableQueue,writeObject,ObjectOutputStream,1
org.apache.commons.collections4.queue,AbstractQueueDecorator,decorated,,1
org.apache.commons.collections4.queue,AbstractQueueDecorator,element,,1
org.apache.commons.collections4.queue,AbstractQueueDecorator,offer,E,1
org.apache.commons.collections4.queue,AbstractQueueDecorator,peek,,1
org.apache.commons.collections4.queue,AbstractQueueDecorator,poll,,1
org.apache.commons.collections4.queue,AbstractQueueDecorator,remove,,1
org.apache.commons.collections4.queue,CircularFifoQueue,add,E,4
org.apache.commons.collections4.queue,CircularFifoQueue,clear,,1
org.apache.commons.collections4.queue,CircularFifoQueue,decrement,int,2
org.apache.commons.collections4.queue,CircularFifoQueue,element,,2
org.apache.commons.collections4.queue,CircularFifoQueue,get,int,2
org.apache.commons.collections4.queue,CircularFifoQueue,increment,int,2
org.apache.commons.collections4.queue,CircularFifoQueue,isAtFullCapacity,,1
org.apache.commons.collections4.queue,CircularFifoQueue,isEmpty,,1
org.apache.commons.collections4.queue,CircularFifoQueue,isFull,,1
org.apache.commons.collections4.queue,CircularFifoQueue,iterator,,7
org.apache.commons.collections4.queue,CircularFifoQueue,maxSize,,1
org.apache.commons.collections4.queue,CircularFifoQueue,offer,E,1
org.apache.commons.collections4.queue,CircularFifoQueue,peek,,2
org.apache.commons.collections4.queue,CircularFifoQueue,poll,,2
org.apache.commons.collections4.queue,CircularFifoQueue,readObject,ObjectInputStream,3
org.apache.commons.collections4.queue,CircularFifoQueue,remove,,4
org.apache.commons.collections4.queue,CircularFifoQueue,size,,3
org.apache.commons.collections4.queue,CircularFifoQueue,writeObject,ObjectOutputStream,2
org.apache.commons.collections4.queue,TransformedQueue,transformedQueue,"Queue<E>, Transformer<? super E,? extends E>",3
org.apache.commons.collections4.queue,TransformedQueue,transformingQueue,"Queue<E>, Transformer<? super E,? extends E>",1
org.apache.commons.collections4.queue,TransformedQueue,element,,1
org.apache.commons.collections4.queue,TransformedQueue,getQueue,,1
org.apache.commons.collections4.queue,TransformedQueue,offer,E,1
org.apache.commons.collections4.queue,TransformedQueue,peek,,1
org.apache.commons.collections4.queue,TransformedQueue,poll,,1
org.apache.commons.collections4.queue,TransformedQueue,remove,,1
org.apache.commons.collections4.queue,SynchronizedQueue,synchronizedQueue,Queue<E>,1
org.apache.commons.collections4.queue,SynchronizedQueue,decorated,,1
org.apache.commons.collections4.queue,SynchronizedQueue,element,,1
org.apache.commons.collections4.queue,SynchronizedQueue,equals,Object,2
org.apache.commons.collections4.queue,SynchronizedQueue,hashCode,,1
org.apache.commons.collections4.queue,SynchronizedQueue,offer,E,1
org.apache.commons.collections4.queue,SynchronizedQueue,peek,,1
org.apache.commons.collections4.queue,SynchronizedQueue,poll,,1
org.apache.commons.collections4.queue,SynchronizedQueue,remove,,1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,unmodifiableMultiSet,MultiSet<? extends E>,2
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,add,E,1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,add,"E, int",1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,addAll,Collection<? extends E>,1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,clear,,1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,entrySet,,1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,iterator,,1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,readObject,ObjectInputStream,1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,remove,Object,1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,remove,"Object, int",1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,removeAll,Collection<?>,1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,removeIf,Predicate<? super E>,1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,retainAll,Collection<?>,1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,setCount,"E, int",1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,uniqueSet,,1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,writeObject,ObjectOutputStream,1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,add,"E, int",1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,decorated,,1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,entrySet,,1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,equals,Object,1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,getCount,Object,1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,hashCode,,1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,remove,"Object, int",1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,setCount,"E, int",1
org.apache.commons.collections4.multiset,AbstractMultiSetDecorator,uniqueSet,,1
org.apache.commons.collections4.multiset,HashMultiSet,readObject,ObjectInputStream,1
org.apache.commons.collections4.multiset,HashMultiSet,writeObject,ObjectOutputStream,1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,add,"E, int",4
org.apache.commons.collections4.multiset,AbstractMapMultiSet,clear,,1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,contains,Object,1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,createEntrySetIterator,,1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,createUniqueSetIterator,,1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,doReadObject,ObjectInputStream,2
org.apache.commons.collections4.multiset,AbstractMapMultiSet,doWriteObject,ObjectOutputStream,2
org.apache.commons.collections4.multiset,AbstractMapMultiSet,equals,Object,6
org.apache.commons.collections4.multiset,AbstractMapMultiSet,getCount,Object,2
org.apache.commons.collections4.multiset,AbstractMapMultiSet,getMap,,1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,hashCode,,2
org.apache.commons.collections4.multiset,AbstractMapMultiSet,isEmpty,,1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,iterator,,1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,remove,"Object, int",5
org.apache.commons.collections4.multiset,AbstractMapMultiSet,setMap,"Map<E,MutableInteger>",1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,size,,1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,toArray,,3
org.apache.commons.collections4.multiset,AbstractMapMultiSet,toArray,T[],5
org.apache.commons.collections4.multiset,AbstractMapMultiSet,uniqueElements,,1
org.apache.commons.collections4.multiset,EntrySetIterator,hasNext,,1
org.apache.commons.collections4.multiset,EntrySetIterator,next,,1
org.apache.commons.collections4.multiset,EntrySetIterator,remove,,2
org.apache.commons.collections4.multiset,MapBasedMultiSetIterator,hasNext,,1
org.apache.commons.collections4.multiset,MapBasedMultiSetIterator,next,,3
org.apache.commons.collections4.multiset,MapBasedMultiSetIterator,remove,,4
org.apache.commons.collections4.multiset,MultiSetEntry,getCount,,1
org.apache.commons.collections4.multiset,MultiSetEntry,getElement,,1
org.apache.commons.collections4.multiset,MutableInteger,equals,Object,2
org.apache.commons.collections4.multiset,MutableInteger,hashCode,,1
org.apache.commons.collections4.multiset,UniqueSetIterator,next,,1
org.apache.commons.collections4.multiset,UniqueSetIterator,remove,,2
org.apache.commons.collections4.multiset,AbstractMultiSet,add,E,1
org.apache.commons.collections4.multiset,AbstractMultiSet,add,"E, int",1
org.apache.commons.collections4.multiset,AbstractMultiSet,clear,,2
org.apache.commons.collections4.multiset,AbstractMultiSet,contains,Object,1
org.apache.commons.collections4.multiset,AbstractMultiSet,createEntrySet,,1
org.apache.commons.collections4.multiset,AbstractMultiSet,createEntrySetIterator,,1
org.apache.commons.collections4.multiset,AbstractMultiSet,createUniqueSet,,1
org.apache.commons.collections4.multiset,AbstractMultiSet,createUniqueSetIterator,,1
org.apache.commons.collections4.multiset,AbstractMultiSet,doReadObject,ObjectInputStream,2
org.apache.commons.collections4.multiset,AbstractMultiSet,doWriteObject,ObjectOutputStream,2
org.apache.commons.collections4.multiset,AbstractMultiSet,entrySet,,2
org.apache.commons.collections4.multiset,AbstractMultiSet,equals,Object,6
org.apache.commons.collections4.multiset,AbstractMultiSet,getCount,Object,3
org.apache.commons.collections4.multiset,AbstractMultiSet,hashCode,,1
org.apache.commons.collections4.multiset,AbstractMultiSet,iterator,,1
org.apache.commons.collections4.multiset,AbstractMultiSet,remove,Object,1
org.apache.commons.collections4.multiset,AbstractMultiSet,remove,"Object, int",1
org.apache.commons.collections4.multiset,AbstractMultiSet,removeAll,Collection<?>,2
org.apache.commons.collections4.multiset,AbstractMultiSet,setCount,"E, int",3
org.apache.commons.collections4.multiset,AbstractMultiSet,size,,2
org.apache.commons.collections4.multiset,AbstractMultiSet,toString,,1
org.apache.commons.collections4.multiset,AbstractMultiSet,uniqueElements,,1
org.apache.commons.collections4.multiset,AbstractMultiSet,uniqueSet,,2
org.apache.commons.collections4.multiset,AbstractEntry,equals,Object,2
org.apache.commons.collections4.multiset,AbstractEntry,hashCode,,1
org.apache.commons.collections4.multiset,AbstractEntry,toString,,1
org.apache.commons.collections4.multiset,EntrySet,contains,Object,2
org.apache.commons.collections4.multiset,EntrySet,iterator,,1
org.apache.commons.collections4.multiset,EntrySet,remove,Object,4
org.apache.commons.collections4.multiset,EntrySet,size,,1
org.apache.commons.collections4.multiset,MultiSetIterator,hasNext,,1
org.apache.commons.collections4.multiset,MultiSetIterator,next,,2
org.apache.commons.collections4.multiset,MultiSetIterator,remove,,3
org.apache.commons.collections4.multiset,UniqueSet,clear,,1
org.apache.commons.collections4.multiset,UniqueSet,contains,Object,1
org.apache.commons.collections4.multiset,UniqueSet,containsAll,Collection<?>,1
org.apache.commons.collections4.multiset,UniqueSet,iterator,,1
org.apache.commons.collections4.multiset,UniqueSet,remove,Object,1
org.apache.commons.collections4.multiset,UniqueSet,size,,1
org.apache.commons.collections4.multiset,PredicatedMultiSet,predicatedMultiSet,"MultiSet<E>, Predicate<? super E>",1
org.apache.commons.collections4.multiset,PredicatedMultiSet,add,"E, int",1
org.apache.commons.collections4.multiset,PredicatedMultiSet,decorated,,1
org.apache.commons.collections4.multiset,PredicatedMultiSet,entrySet,,1
org.apache.commons.collections4.multiset,PredicatedMultiSet,equals,Object,1
org.apache.commons.collections4.multiset,PredicatedMultiSet,getCount,Object,1
org.apache.commons.collections4.multiset,PredicatedMultiSet,hashCode,,1
org.apache.commons.collections4.multiset,PredicatedMultiSet,remove,"Object, int",1
org.apache.commons.collections4.multiset,PredicatedMultiSet,setCount,"E, int",1
org.apache.commons.collections4.multiset,PredicatedMultiSet,uniqueSet,,1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,synchronizedMultiSet,MultiSet<E>,1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,add,"E, int",1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,decorated,,1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,entrySet,,1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,equals,Object,2
org.apache.commons.collections4.multiset,SynchronizedMultiSet,getCount,Object,1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,hashCode,,1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,remove,"Object, int",1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,setCount,"E, int",1
org.apache.commons.collections4.multiset,SynchronizedMultiSet,uniqueSet,,1
org.apache.commons.collections4,Put,clear,,1
org.apache.commons.collections4,Put,put,"K, V",1
org.apache.commons.collections4,Put,putAll,"Map<? extends K,? extends V>",1
org.apache.commons.collections4,OrderedIterator,hasPrevious,,1
org.apache.commons.collections4,OrderedIterator,previous,,1
org.apache.commons.collections4,SetUtils,difference,"Set<? extends E>, Set<? extends E>",1
org.apache.commons.collections4,SetUtils,disjunction,"Set<? extends E>, Set<? extends E>",1
org.apache.commons.collections4,SetUtils,emptyIfNull,Set<T>,1
org.apache.commons.collections4,SetUtils,emptySet,,1
org.apache.commons.collections4,SetUtils,emptySortedSet,,1
org.apache.commons.collections4,SetUtils,hashCodeForSet,Collection<T>,4
org.apache.commons.collections4,SetUtils,hashSet,E,2
org.apache.commons.collections4,SetUtils,intersection,"Set<? extends E>, Set<? extends E>",1
org.apache.commons.collections4,SetUtils,isEqualSet,"Collection<?>, Collection<?>",3
org.apache.commons.collections4,SetUtils,newIdentityHashSet,,1
org.apache.commons.collections4,SetUtils,orderedSet,Set<E>,1
org.apache.commons.collections4,SetUtils,predicatedNavigableSet,"NavigableSet<E>, Predicate<? super E>",1
